restaurant_name,name,rating,review
Seafood OYE,STAC Semarang,5.0,(Translated by Google) More portions and moreover the spices taste the tongue and spicy not playing ... Hurry up and order while there is still stock ... and of course the cheap price doesn't break the bag .... (Original) Lebih banyak porsinya dan apalagi bumbunya terasa dilidah dan pedesnya ngak main main... Buruan pesan mumpung masih ada stok... dan pastinya harga murah ga jebol dikantong....
Seafood OYE,Widuri Febriani,5.0,"(Translated by Google) The shells are great ... there are many variations in the dishes ... you don't have to bother anymore ... if you don't have an order, just order via an online motorcycle taxi ... (Original) Kerang nya mantap... banyak variasi masakan nya..gg usah repot repot lg dah....klo mager tinggal pesen lewat ojek online.."
Seafood OYE,Lian,5.0,(Translated by Google) great eating at seafood oye. It's delicious for the gonso and black pepper dishes (Original) mantapdah makan di seafood oye . enak tuh yg masakan gonso sama lada hitamnya
Seafood OYE,Brian,5.0,(Translated by Google) The place is very strategic in the middle of the city. It's quite affordable if you want to buy it. You can order via go ojek. Recommend (Original) Tempat nya sangat strategis di tenggah kota. Cukup terjangkau jika ingin beli.bisa order via go ojek.rekomendeed
Seafood OYE,angel story,5.0,"(Translated by Google) Lazy to go out because the weather is hot, you can order seafood through GO - FOOD, the most like green shells (Original) Males keluar karena cuaca panas bisa pesen seafood lewat GO - FOOD paling suka kerang ijo nya"
Seafood OYE,Cholid Aziz,5.0,(Translated by Google) Seafood oye tastes really good. The price is also affordable 👍 the quality of the taste and the price is okay 👍 great (Original) Seafood oye rasanya endees bgt. Untuk harga juga terjangkau 👍 kualitas rasa dan harga oke punya 👍 mantap
Seafood OYE,Rosaria Indah,5.0,"(Translated by Google) Oye seafood is really good on your tongue, friendly in the bag, the main recommendation is ... Always success (Original) Seafood oye emang uye enak dilidah, ramah dikantong, rekomen deh pokok.ny .. Sukses selalu"
Seafood OYE,Diana Maula,5.0,"(Translated by Google) Very good. Friendly service, the seafood does not taste disappointing. Top bye (Original) Mantep banget.pelayanannya ramah, seafoodnya rasanya gak mengecewakan. Top dah"
Seafood OYE,natalia dennys,5.0,(Translated by Google) Great sis 🤩 murce lg hihihi(Original)Mantap sis 🤩 murce lg hihihi
Seafood OYE,Wahyu Indri,5.0,(Translated by Google) Seafood OYE pancen joss ... besides being cheap with a friendly price the taste is stuck on the tongue ... let's try it (Original) Seafood OYE pancen joss....selain murah dengan harga bersahabat rasanya pun nampol di lidah ...ayo buruan coba
Seafood OYE,Doni Purnama,5.0,"(Translated by Google) eating at the OYE seafood restaurant is delicious... Especially with the prawns, welee feels really good... (Original) makan di restoran seafood OYE rasanyaa makknyusss... Apalagi dengan udangnya welee terasa banged rasanyaa wenakk ..."
Seafood OYE,Ghina Adiyaksa,5.0,(Translated by Google) Oye seafood is great. Recommended. Worth trying the portion to make it full (Original) Seafood oye mantap .rekomended.patut dicoba porsi bikin kenyanh
Seafood OYE,Amat Fitra,5.0,"(Translated by Google) Confused about what to eat in seafood, oye, the shellfish variant, many of the dishes are really top, of course (Original) Bingung mau makan apa makan di seafood oye aja varian kerang banyak masakannya top banget pastinya"
Seafood OYE,Nana Diana,5.0,"(Translated by Google) It feels right, the mother likes to eat her squid and the crab. (Original) Rasanya pas , bumil seneng nyidam nya keturutan makan cumi sama kepitingnya ."
Seafood OYE,thony khikmatullah,5.0,"(Translated by Google) It tastes good, the flavor is very pronounced, a recommendation for those looking for seafood (Original) Rasanya enak, bumbunya sangat terasa , rekomendasi untuk yang cari makanan seafood"
Seafood OYE,Dwi akurniyawan,5.0,(Translated by Google) Five star flavored street food does not drain the contents of the wallet according to taste ... (Original) masakan kaki lima rasa bintang lima gak menguras isi dompet sesuai selera ..
Seafood OYE,HESTI,5.0,(Translated by Google) Wow ... there's Padang sauce !! Really fit 👍 If you eat there the rice can add ... # forgetfulness 😄😄 (Original) Wow...ada saos padangnya!! Pas banget 👍 Kalau makan disitu nasinya bisa nambah...#lupakandiet 😄😄
Seafood OYE,Sutopo Cahya Santosa,5.0,"(Translated by Google) Pretty good, though it feels less FRESH ... ^ _ ^ (Original) Lumayan enak, meski terasa kurang FRESH ... ^_^"
Seafood OYE,yosephine ellen,5.0,"(Translated by Google) If you want cheap and delicious seafood, just go to Seafood OYE, guaranteed you won't regret it.. (Original) Mau seafood murah dan enak, ke Seafood OYE aja, dijamin nggak nyesel.."
Seafood OYE,BAIDEBOO BAIDEBOO,5.0,"(Translated by Google) Seafood oye really joss the taste is also Unparalleled ,, basically special (Original) Seafood oye pancen joss rasa nya pun Tak ada duanya,, pokokmen istimewa"
Seafood OYE,Syahrul Alrizal,5.0,"(Translated by Google) Recommended for students at low prices, the seafood taste bounces (Original) Recommended buat pelajar harga murah rasa seafoodnya mantul"
Seafood OYE,Azis Syarifudin,5.0,(Translated by Google) Seafood oye is steady and fragrant 👍 5 stars anyway.. (Original) Seafood oye mantap dan harum 👍 Bintang 5 deh pokoknya..
Seafood OYE,munajat BF,5.0,"(Translated by Google) The owner of the restaurant is kind and friendly, towards online drivers...arigatou gozaimasu🙏 (Original) Pemilik resto baik hati dan ramah,terhadap driver online...arigatou gozaimasu🙏"
Seafood OYE,riezky kumala,5.0,(Translated by Google) Really endess the cooking ... Never tried and addicted ... 🤗😀 (Original) Endesss banget masakannya... Pernah nyobain dan ketagihan... 🤗😀
Seafood OYE,Nino Gitu Loh,5.0,"(Translated by Google) Joss, old star taste, old leg prices. Mugi2 is selling well, uncle. (Original) Joss, rasa bintang lama, harga kaki lama. Mugi2 laris om."
Seafood OYE,Dady Mukti,5.0,(Translated by Google) The shells are awesome lazieez. Make you want to add on. Delicious ...! (Original) Kerangnya mantaaaap lazieez bgt. Bikin pengen nambah terus. Delicious... !
Seafood OYE,Doni Puji Laksono,5.0,(Translated by Google) Good Sea Food makes lur more recommended (Original) Sea Food enak bikin nambah lagi recomended lur
Seafood OYE,Uzumaki Aditya Kurniawan,5.0,"(Translated by Google) In addition to the affordable price, the taste also kicks off: * (Original) Selain harga terjangkau rasanya pun juga nendang abis deh :*"
Seafood OYE,Keman Supri,5.0,"(Translated by Google) Seafood Oye Endes is really delicious, definitely recommend (Original) Seafood oye endes banget enak banget recommend pastinya"
Seafood OYE,Pieter Damara,5.0,"(Translated by Google) Great taste of shrimp, clams, friendly prices (Original) Mantap rasanya udang ,kerang harga bersahabat"
Seafood OYE,Ika F,5.0,"(Translated by Google) The seasoning is amazing, please add more portions (Original) Bumbunya luar biasa, porsinya si tambahin lagi donk"
Seafood OYE,nur rachmad,5.0,"(Translated by Google) Wow, it's delicious, bro !!! Affordable prices, the point is great (Original) Wouw mantap, rasanya endes bro !!! Harga terjangkau, mantap lah pokoknya"
Seafood OYE,floren khaliqa,5.0,"(Translated by Google) Great seafood, lots of different flavors (Original) Mantap seafood nya banyak aneka rasa nya"
Seafood OYE,riza hardityo,5.0,(Translated by Google) It feels really kicking ... the price is friendly in the pocket. Really recommended (Original) Rasanya nendang banget..harganya ramah di kantong.recommended banget
Seafood OYE,Guntur Putra,5.0,"(Translated by Google) Delicious, cheap, many menu variants, and affordable. (Original) Enak, murah, banyak varian menu, dan terjangkau."
Seafood OYE,Syila Azzahra,5.0,(Translated by Google) seafood oye emang oye emg really delicious ... always hearted ... (Original) seafood oye emang oye emg maknyuz... selalu dihati..
Seafood OYE,yega destyan,5.0,(Translated by Google) Delicious and delicious because there are a variety of seafood dishes (Original) Lezat dan nikmat karena terdapat beragam masakan seafood
Seafood OYE,Ferdyan Effendi,5.0,(Translated by Google) Great menu for dinner .. geheheee (Original) Menu yang mantab untuk makan malam .. geheheee
Seafood OYE,Faqih Pramudito,5.0,(Translated by Google) ok siip(Original)Okee siip
Seafood OYE,Pa Pah,5.0,"(Translated by Google) Seafood, cheap but not cheap👌 (Original) Seafood ena, murah tp ga murahan👌"
Seafood OYE,Tedy Vrisma,5.0,(Translated by Google) Really recommended Oye sauce special makes me collect (Original) Recommended banget Spesial saus oye bikin nagih
Seafood OYE,Sri Mulan,5.0,"(Translated by Google) The seafood is delicious, the price is cheap (Original) Seafoodnya enak harganya murah"
Seafood OYE,Akbar Nayaka,5.0,(Translated by Google) Seafood oye mantep dah ... 😋(Original)Seafood oye mantep dah...😋
Seafood OYE,Rama Ma Ji,5.0,(Translated by Google) comfortable place and the taste is also good🐙🐙🐙 (Original) tempat nyaman dan rasanya juga enak🐙🐙🐙
Seafood OYE,baharirc 14,5.0,"(Translated by Google) Great cooking, just the right seasoning (Original) Mantap masakannya,bumbunya pas"
Seafood OYE,Fradani Nur Fatikah Sari,5.0,"(Translated by Google) Delicious, nampol, economical, recommended anyway 😊😊😊 (Original) Enak, nampol, ekonomiss, recomended lah pokoknya 😊😊😊"
Seafood OYE,nanik kris yanti,5.0,(Translated by Google) the cooking is great(Original)masakan nya mantap
Seafood OYE,Yoshua AK,5.0,"(Translated by Google) Many promos, online order friendly. : D (Original) Banyak promo, online order friendly. :D"
Seafood OYE,Imam Rohani,5.0,(Translated by Google) The cooking is great.(Original)Masakannya mantap.
Seafood OYE,Nofan Mardianto,5.0,(Translated by Google) Delicious cuisine at affordable prices (Original) Masakanya enak harga terjangkau
Seafood OYE,Dedy Setiawan,5.0,"(Translated by Google) Oh, like the name of the restaurant(Original)Oye kayak nama restonya"
Seafood OYE,Kumi Yatun,5.0,"(Translated by Google) The taste is really good(Original)Rasa nya itu loh ,enak bgt"
Seafood OYE,Dwie Tea,5.0,(Translated by Google) Recommended .... Complete with many choices ... (Original) Recommended.... Lengkap banyak pilihan...
Seafood OYE,Playing game,5.0,(Translated by Google) Mayan fast go food(Original)Mayan cepet go food nya
Seafood OYE,Kurrotul Aini,5.0,(Translated by Google) The seasoning is delicious 😍😍😍 I love it😍😍 (Original) Enak bumbunya berasa 😍😍😍 sukaa😍😍
Seafood OYE,Fitri Yani,5.0,(Translated by Google) Really delicious to make addicted 😍(Original)Enak banget bikin nagih 😍
Seafood OYE,Ivan K,5.0,(Translated by Google) The place is clean. Good luck (Original) Tempatnya bersih. Maknyus pokoke
Seafood OYE,Shara anna rofiqoh,5.0,"(Translated by Google) Delicious, cheap and spicy(Original)Enak, murah, dan pedas mantab"
Seafood OYE,ayodya kurniawan,4.0,"(Translated by Google) Clean, neat, beautiful who sell(Original)Bersih,rapi,cantik yg jual"
Seafood OYE,noer ndableg,5.0,"(Translated by Google) Sifood oyee ,, mantaappp(Original)Sifood oyee,, mantaappp"
Seafood OYE,Astrie Djanoear,5.0,(Translated by Google) Want to order here again. (Original) Pengen dapat orderan di sini lagi.
Seafood OYE,Indah Miranti Ardiningtyas,5.0,(Translated by Google) Thank you for dealing with Cimory's gratitude (Original) Terimakasih sudah berlanganan syusyu cimory
Seafood OYE,Evan Maulana,5.0,(Translated by Google) Delicious seafood(Original)Enak seafood nya
Seafood OYE,Ferri cah semarang,5.0,(Translated by Google) Great food(Original)Masakan mantaps
Seafood OYE,harley suripto,5.0,(Translated by Google) Want to win the cooking(Original)Kepingin menang masakannya
Seafood OYE,m.tri desiantoro,2.0,(Translated by Google) Do not know(Original)Belum tau
Seafood OYE,Irawan Puji,4.0,(Translated by Google) Relaxed and friendly owner(Original)Santai dan ramah pemiliknya
Seafood OYE,Taufan Yunias,5.0,(Translated by Google) Nice....(Original)Enak....
Seafood OYE,Bayu Adi Sammiko,5.0,(Translated by Google) Seafod for good(Original)Seafod ny uenak
Seafood OYE,Fitria Sari,5.0,(Translated by Google) delicious mantabb..murmer(Original)enak mantabb..murmer
Seafood OYE,Totok Widyanto,3.0,(Translated by Google) Inexpensive(Original)Murah
Seafood OYE,Al Di,5.0,(Translated by Google) This is great(Original)Sip ini
Seafood OYE,ita Sajha (Ike nofita),4.0,"(Translated by Google) Hmm, try it(Original)Hmm cobain deh👍"
Seafood OYE,Lubna Lutfiah,5.0,"(Translated by Google) It's okay, cheer up(Original)Sudah oke, semangat ya"
Seafood OYE,Guntur Pratama,5.0,Oyeee
Seafood OYE,yoshi dwi,5.0,(Translated by Google) great(Original)Mantab
Seafood OYE,werkudoro Anam,5.0,(Translated by Google) If(Original)Jos
Seafood OYE,agung Erifianto,5.0,(Translated by Google) Great(Original)Mantap
Seafood OYE,onin yua medika,5.0,(Translated by Google) This is great(Original)Mantap bgt ini
Seafood OYE,Maliki Hidayat,5.0,(Translated by Google) Maknyuuussssssss dech ... 👍(Original)Maknyuuussssssss dech ...👍
Seafood OYE,Ahmad Hariyono Ahmad,5.0,
Seafood OYE,Fredi Julianto Pudjo Minarno,5.0,
Seafood OYE,Nur Sofian,5.0,
Seafood OYE,Wahyu Agung,5.0,
Seafood OYE,Farizki Tri Indrawan,5.0,
Seafood OYE,Nono Suparno,5.0,
Seafood OYE,Ifa Ayu,5.0,
Seafood OYE,35no Zee,5.0,
Seafood OYE,Diyan Pesek,5.0,
Warung Seafood Hezleem,Christiawan Hastanto,5.0,Seafood paling jos
Warung Seafood Hezleem,Dimas Atmanugraha,5.0,It serves one of the best seafood in Semarang
Warung Seafood Hezleem,Kenshi Budhi Saputra,3.0,Nice
Warung Seafood Hezleem,Pendekar Lakang,5.0,Jooosss
Warung Seafood Hezleem,atmaja adi guna,4.0,top
Warung Seafood Hezleem,Galang Jalan-jalan,5.0,(Translated by Google) A really good place to eat ... Processed Smokie Shellfish is the only place here!!! (Original) Tempat makan endul bgt ... Olahan Kerang smokie cuma disini tempatnya!!!
Warung Seafood Hezleem,Aindar “Aindar Djendario” Aindar,5.0,"(Translated by Google) Various shellfish and seafood dishes are available here, the spices are great plus the hezleem sauce which is different from the others, this stall doesn't stay open for long because as soon as it opens, customers come right away. What I like here is eating an omelet with firecrackers in hezleem sauce...woow... Please try, (Original) Aneka masakan kerang dan seafood tersedia disini,bumbu2nya mantap ditambah saus hezleem yang beda dari yang lain,warung ini tidak buka lama2 karena begitu buka pelanggan langsung berdatangan, kemalaman sedikit sudah pasti kehabisan. Yang saya suka disini makan dadar telur mercon saus hezleem...woow... Silahkan dicoba,"
Warung Seafood Hezleem,arya Tan,4.0,"(Translated by Google) If you like clams, crab claws, squid, crabs and other seafood on a low budget, don't worry It feels pretty good 👍 (Original) Kalo suka kerang, capit kepiting, cumi, rajungan dan seafood lainua low budget kesink aja Rasanya lumayan kok 👍"
Warung Seafood Hezleem,Muhammad Arif,5.0,"(Translated by Google) Not too big a place ... but the taste of the food is undoubtedly very ... very, very tasty (Original) Tak terlalu besar tempatnya..tapi rasa masakannya tak diragukan lagi..sangat sangat sangaaaaaat enak sekali"
Warung Seafood Hezleem,Allys,5.0,"(Translated by Google) Try the ""Hezlem's special seasoning"", it's really hard. (Original) Cobain ""bumbu khas hezlem"" deh, enduuullll bingit."
Warung Seafood Hezleem,lutfi anandika,5.0,"(Translated by Google) If you have the opportunity to stop by, immediately order all the clams with a variety of sauces, my favorite hezleem sauce. (Original) Kalo berkesempatan mampir, langsung pesen semua kerang dengan saos yang beraneka ragam, my fav saos hezleem."
Warung Seafood Hezleem,Teguh Purwanto,5.0,"(Translated by Google) The food is cheap but the taste is not cheap, the taste is delicious, you don't regret eating there, thank you Veryhezleem (Original) Makanannya murah tp rasanya gak murahan, rasanya lezat, gak nyesel klo makan disitu, makasih om Veryhezleem"
Warung Seafood Hezleem,Dhiana Kusumastuti,5.0,(Translated by Google) The best seafood in Semarang.. Must try guys.. (Original) Seafood terenak di Semarang.. Wajib dicoba gaes.. Kid-friendliness: Cipir dan buncis yg dimasak ala resto mewah ada disini dan disukai tua muda dewasa anak2 dan balita. Banyak menu lain untuk anak2 yg dapat direquest ditempat.
Warung Seafood Hezleem,Dwi Agus,5.0,"(Translated by Google) A small shop on the terrace of the house, it's only open for a short time, but it's gone quickly because the taste is really delicious. (Original) Warung kecil di teras rumah, bukanya hanya sebentar tp cepet gabis krn rasanya memang uenak poll."
Warung Seafood Hezleem,Lestari Fitriyaningrum,5.0,"(Translated by Google) Teri fried rice is recommended, prices range from 15 thousand to 20 thousand for clams, shrimp, squid, kwetiauw and fried rice. (Original) Nasi goreng teri medannya recommended, harga berkisar 15rb s.d 20rb untuk kerang, udang, cumi, kwetiauw dan nasi goreng."
Warung Seafood Hezleem,Rasyid Muhammad,5.0,"(Translated by Google) awesome, I come here often. the place is okay, minimalist, but for cooking, in Semarang no one has beaten it, the menu is shrimping fried butter with kwetiau. joss (Original) mantap luar biasa, saya sering kesini. tempat nya okay minimalis, tp untuk masakan, di semarang blm ada yg ngalahin, menu jagoan shrimping goreng mentega sm kwetiau. joss"
Warung Seafood Hezleem,Edita Rosana,5.0,(Translated by Google) delicious cheap seafood dishes. must try the hazelnut seasoning (Original) masakan seafood murah kenyang enak. wajib coba bumbu hazlemnya
Warung Seafood Hezleem,agustin budiono,5.0,"(Translated by Google) The mussels and seafood dishes are good, just as they feel, and according to demand. Prices are also affordable. Other menus such as Kwetiau noodles etc. are also no less delicious ... excellent 😁 (Original) Masakan kerang dan seafoodnya enak, pas rasanya, dan sesuai tergantung permintaan. Harga juga terjangkau. Menu lain seperti mie kwetiau dll juga tidak kalah enak.. mantap 😁"
Warung Seafood Hezleem,Hery Dwi W,4.0,"(Translated by Google) That's why it's bouncing anyway, if you come here don't miss to visit stop by yes ... (Original) Makananya yahud mantul pokoknya,kalo kalian kesini jangan lewatkan untuk berkunjung mampir iya..."
Warung Seafood Hezleem,Febri Tias,5.0,(Translated by Google) Sak Josssssss e(Original)Sak Jossssssss e
Warung Seafood Hezleem,Yudha Aji Dikjaya,5.0,"(Translated by Google) The hezleem sauce is yahud. Not in other places, which sell while stand up comedy as well. JOSS !! 😆👍 (Original) Saos hezleemnya yahud. Gak ada di tempat lain, yg jual sambil stand up comedy pula. JOSS !! 😆👍"
Warung Seafood Hezleem,Daniel Rahardjo,5.0,"(Translated by Google) Seafood recommended With a joshhhhhh taste yummy rekomended Quality ingredients Comfortable place Seller Friendly Anyway, it's recommended (Original) Seafood rekomended Dengan rasa yang joshhhhhh Yummy rekomended Bahan bahan berkualitas Tempat nyaman Penjual Ramah Pokoknya rekomended deh"
Warung Seafood Hezleem,Vincent Kasturi,5.0,"urange gedi gedi , kerang e sedepp"
Warung Seafood Hezleem,Rizka Pangestika,5.0,(Translated by Google) Hazlemm .. the shells are nyami ... what's the new menu ... dumplings ..... keep you addicted (Original) Hazlemm ..kerangnya nyami...apa lgi menu barunya..pangsit.....bikin nagih terus
Warung Seafood Hezleem,Anang Arisetiawan,5.0,(Translated by Google) Jossss ... 👍(Original)Jossss... 👍
Warung Seafood Hezleem,Alanrapatio black,5.0,"(Translated by Google) Delicious beudssss .... Five-star taste, street food prices ... Chef ferry jhuossss (Original) Enak beudssss.... Rasa bintang lima, harga kaki lima... Chef ferry jhuossss"
Warung Seafood Hezleem,VyNnO KusumA,5.0,(Translated by Google) Cheap and cheerful(Original)Murah meriah mantap
Warung Seafood Hezleem,Mita Setyadi,4.0,"(Translated by Google) Like the scallops, like adding rice, adding clams. Must try ~ (Original) Suka bgt sama kerangnya,smpe nambah nasi nambah kerang. Wajib cobain~"
Warung Seafood Hezleem,Santosa Budi,5.0,"(Translated by Google) All the dishes are delicious, the gongso squid is the most recommended. The seller is also friendly .. 👍👍 (Original) Semua masakanya enak, cumi gongso-nya paling recommended. Penjualnya juga ramah.. 👍👍"
Warung Seafood Hezleem,Nikitarani Permata Dewi,4.0,"(Translated by Google) pretty good, the road is narrow so it's pretty hard to park. friendly price (Original) lumayan enak, jalannya sempit jd lumayan susah parkir. harga bersahabat"
Warung Seafood Hezleem,ahmad hasan Bisri,5.0,Mantappp
Warung Seafood Hezleem,Anindya Pangestika,5.0,"(Translated by Google) The curry is delicious boss ... the best-selling clam dishes are delicious too, with all the sauce ... (Original) Kwetiawnya enak bos.. masakan kerang paling laris dan enak juga, macem2 sausnya.."
Warung Seafood Hezleem,Diego Ashada,5.0,"(Translated by Google) The seller is handsome,,, the menu is delicious (Original) Bakule ganteng lur,,, menunya enak kabeeeeeh"
Warung Seafood Hezleem,Shelter Outdoor N Outbound,5.0,(Translated by Google) Ntarf ... naughty if you try it ... the unique taste is addictive ... (Original) Ntarf...rugu kalo gag nyoba...rasa yg unik bikin ketagihan...
Warung Seafood Hezleem,Sayoko Tcl,5.0,(Translated by Google) A simple shop but the cuisine is extraordinary👍👍👏👏 (Original) Warung sederhana namun Masakanya luar biasa👍👍👏👏
Warung Seafood Hezleem,Beruang Sirkus,5.0,"(Translated by Google) Comfortable place, recommended(Original)Tempat nyaman , recomended"
Warung Seafood Hezleem,Ochid Doank,5.0,"(Translated by Google) occasionally eat here, it's great (Original) sesekali makan disini, mantabs lah"
Warung Seafood Hezleem,Sony Hermawan,5.0,"(Translated by Google) Semarang seafood lovers, must try the cuisine here.. (Original) Pecinta seafood semarang, wajib mencoba masakan disini.."
Warung Seafood Hezleem,fajar kurnia,5.0,(Translated by Google) the seasoning is different from other restaurants (Original) bumbunya beda dari resto lainnya
Warung Seafood Hezleem,Deny Sigith,3.0,(Translated by Google) It's pretty good and you can get it for free there because it's a friend's birthday. (Original) Lumayan enak dan dapat gratisan di sana karna ultah teman.
Warung Seafood Hezleem,dwi susanto,5.0,(Translated by Google) His friend Mas Slamet(Original)Temennya mas slamet
Warung Seafood Hezleem,zaejaya property,5.0,(Translated by Google) Enaaakkkk Muraaahhhh Make a collection (Original) Enaaakkkk Muraaahhhh Bikin nagih
Warung Seafood Hezleem,Alif Fahmi,5.0,"(Translated by Google) great, fried dumplings are champions (Original) mantapp,, pangsit gorengnya juara"
Warung Seafood Hezleem,Kawan Kurnia,5.0,(Translated by Google) The best boiled noodles I've ever eaten (Original) Mie rebus terenak yang pernah saya makan
Warung Seafood Hezleem,Oxi Yondi (Official),4.0,(Translated by Google) Great.. But it's better if you go there.. (Original) Mantabb.. Tp mending motoran kalo k sana..
Warung Seafood Hezleem,muhammad iqbal,5.0,(Translated by Google) The shopkeeper looks like James Bond (Original) bakule guanteng koyok james bond
Warung Seafood Hezleem,Arie Arex,5.0,(Translated by Google) Ne gokil chefs for the third floor taste legs (Original) Koki ne gokil harga kaki tiga rasa lantai tiga
Warung Seafood Hezleem,Arly Afina Radhiyatami,5.0,(Translated by Google) The seafood kwetiau is champion. have to try this. (Original) kwetiau seafood nya juaraaakkk. harus cobain sih inii.
Warung Seafood Hezleem,rim majid,4.0,(Translated by Google) Good food 80 worth. Nice relax (Original) Masakan enak 80 nilainya. Santai sedap
Warung Seafood Hezleem,Rizki Amaliya,5.0,
Warung Seafood Hezleem,Nurul eka,5.0,"(Translated by Google) It's cheap, it's just a small place (Original) Enak murah, cuma tempatnya kecil"
Warung Seafood Hezleem,Salsabila O,5.0,"(Translated by Google) Very delicious, very cheap, very friendly seller, very comfortable champion👍 (Original) Enak bgt, murah bgt, penjual ramah bgt, nyaman bgt 👌 juara👍"
Warung Seafood Hezleem,Gloria Sheila,5.0,(Translated by Google) The seasoning is delicious(Original)Bumbunya enak enakk
Warung Seafood Hezleem,aris purwolaksono,5.0,"(Translated by Google) Of all the seafood stalls in Semarang, Hezleem is the most champion (Original) Dari semua warung seafood di Semarang Hezleem paling juara"
Warung Seafood Hezleem,fajar 1610,5.0,"(Translated by Google) The food is delicious, spicy and delicious (Original) Masakannya enak pedesnya mantab"
Warung Seafood Hezleem,Muhammad Taufiq,4.0,(Translated by Google) Not bad. The haezlem sauce is nice (Original) Not bad. Maknyus sambel haezlemnya
Warung Seafood Hezleem,Ratih Dewanti,3.0,"(Translated by Google) The place is quite comfortable ... (Original) Lumayan nyaman tempatnya,, enk masakanya.."
Warung Seafood Hezleem,paramadita,5.0,"(Translated by Google) lek sodik and lek dicky are great, bro (Original) lek sodik sama lek dicky mantap gan"
Warung Seafood Hezleem,Rani Dewi,5.0,(Translated by Google) The seafood kwetiaw is great(Original)Kwetiaw seafood nya mantap
Warung Seafood Hezleem,Arief Yuwono,5.0,"(Translated by Google) cheap and cheerful, josss(Original)murah meriah rasane josss"
Warung Seafood Hezleem,Sunardi Gading,4.0,(Translated by Google) Suitable seofood food for families (Original) Cocok makanan seofoodnya untuk keluarga
Warung Seafood Hezleem,falaq 37,4.0,(Translated by Google) ️(Original)💚
Warung Seafood Hezleem,Endro Jemsfood,5.0,(Translated by Google) The food is soooooooooo good(Original)Masakan nya yahuuuttt bgt
Warung Seafood Hezleem,Setio Sst,4.0,(Translated by Google) Different taste that hezleem sauce (Original) Rasa berbeda yang saus hezleem
Warung Seafood Hezleem,Roni Indra,5.0,Ferry Kriting Josss Gandhosss
Warung Seafood Hezleem,Setio Sst,4.0,(Translated by Google) The hezleem seasoning is very good(Original)Bumbu hezleemnya oke bgt
Warung Seafood Hezleem,Ulien Metal,5.0,(Translated by Google) The spices and scallops are smooth (Original) Bumbu dan kerangnya mantep abis
Warung Seafood Hezleem,Gendung Oyee,5.0,(Translated by Google) Absorbed(Original)Asik
Warung Seafood Hezleem,Nisa Beladina,5.0,(Translated by Google) The best it feels 👍(Original)Paling mantuul rasanya 👍
Warung Seafood Hezleem,acep risdianto,5.0,(Translated by Google) Great chef great taste(Original)Koki hebat rasa mantap
Warung Seafood Hezleem,hendrik indi,5.0,(Translated by Google) The best taste(Original)Terbaik rasanya
Warung Seafood Hezleem,riski resdianto,5.0,(Translated by Google) Chef Joss is cooking(Original)koki joss masakannya
Warung Seafood Hezleem,yohanes caesar,5.0,(Translated by Google) Where where(Original)Onde onde
Warung Seafood Hezleem,Athallah Shawqi,5.0,(Translated by Google) Comfortable clean place(Original)Nyaman bersih tempatnya
Warung Seafood Hezleem,Gunadi,5.0,(Translated by Google) You need to try seafood here too (Original) Perlu coba seafood sini juga ah
Warung Seafood Hezleem,ariya maulana,5.0,(Translated by Google) Economical and tasty(Original)Ekonomis dan enak
Warung Seafood Hezleem,Akhyar Fikri,5.0,sip tenan
Warung Seafood Hezleem,yudha wahyu,5.0,(Translated by Google) Take care of it(Original)Uenak tenaaannn
Warung Seafood Hezleem,Coffinn trees,5.0,(Translated by Google) Nice poll(Original)Enak poll
Warung Seafood Hezleem,Ficky Hera Rinata,5.0,(Translated by Google) Tasty recomended(Original)Enak recomended
Warung Seafood Hezleem,Hasbi Hasbi12,5.0,
Warung Seafood Hezleem,Rowman Finn,5.0,(Translated by Google) If(Original)Jos
Warung Seafood Hezleem,Farid Arbai,5.0,
Warung Seafood Hezleem,Abdul Muiz,5.0,(Translated by Google) great(Original)Mantabbb
Warung Seafood Hezleem,Wiwik Ningrum,5.0,Mantaap..
Warung Seafood Hezleem,Aji “Cia2” LetiFeli,5.0,(Translated by Google) Wenak in(Original)Wenak nan
Warung Seafood Hezleem,rizky dimas,5.0,"(Translated by Google) Delicious, cheap and easy(Original)Enak murah sedep manteb"
Warung Seafood Hezleem,Solid Rental Mobil Semarang,5.0,(Translated by Google) delicious(Original)enak mantap
Warung Seafood Hezleem,grhamitrarentcar semarang,5.0,(Translated by Google) great .. endes(Original)mantap.. endes
Warung Seafood Hezleem,Yoyok Sugiyarto,4.0,(Translated by Google) comfortable(Original)enak nyaman
Warung Seafood Hezleem,prianaa nana,5.0,(Translated by Google) steady(Original)mantap
Warung Seafood Hezleem,Silvia Vivo,5.0,(Translated by Google) You must try it !!!(Original)Kalian haruss coba!!!
Warung Seafood Hezleem,Nonny Augusta Nitidiwiria,5.0,(Translated by Google) Genuinely this is soooo(Original)Asliii ini enaaaaaak
Warung Seafood Hezleem,Diah Rs12,5.0,(Translated by Google) Nice(Original)Enak
Warung Seafood Hezleem,Andry Umbu,5.0,(Translated by Google) Collar(Original)Enyakk
Warung Seafood Hezleem,Safira Ulfa Ezzah Azisfauzi,5.0,(Translated by Google) the same(Original)enakkk
Warung Seafood Hezleem,Hendriko Garangan,5.0,Joossss gandossssss
Warung Seafood Hezleem,imam purno,5.0,(Translated by Google) If(Original)Jos
Warung Seafood Hezleem,Agus Widodo,5.0,(Translated by Google) Mok gokil🤘(Original)Mase gokil🤘
